Y,X1,X2,X3,X4,X5,X6,X7
999,0.334,0.673,0.63,0.363,0.61,0.445,0.426
999,0.34,0.671,0.625,0.363,0.603,0.446,0.4
999,0.346,0.666,0.628,0.362,0.597,0.423,0.398
999,0.352,0.676,0.625,0.362,0.59,0.427,0.393
999,0.358,0.681,0.631,0.362,0.593,0.417,0.394
0.353,0.364,0.702,0.63,0.361,0.599,0.456,0.395
999,0.371,0.709,0.624,0.361,0.611,0.533,0.459
999,0.377,0.686,0.624,0.361,0.645,0.528,0.482
999,0.381,0.681,0.632,0.36,0.68,0.534,0.509
999,0.37,0.668,0.701,0.36,0.671,0.536,0.505
999,0.359,0.686,0.718,0.359,0.657,0.505,0.472
999,0.348,0.705,0.8,0.359,0.64,0.466,0.417
999,0.338,0.716,0.793,0.359,0.613,0.388,0.348
999,0.327,0.703,0.795,0.358,0.596,0.426,0.378
999,0.316,0.693,0.805,0.358,0.589,0.448,0.378
0.309,0.305,0.714,0.879,0.358,0.582,0.451,0.378
999,0.295,0.722,0.878,0.357,0.562,0.404,0.378
999,0.284,0.698,0.815,0.404,0.52,0.371,0.332
999,0.273,0.633,0.754,0.464,0.507,0.383,0.332
999,0.262,0.65,0.814,0.501,0.507,0.421,0.382
999,0.251,0.656,0.819,0.51,0.466,0.372,0.319
999,0.241,0.689,0.815,0.52,0.458,0.378,0.32
999,0.239,0.712,0.81,0.53,0.455,0.435,0.361
999,0.242,0.697,0.809,0.54,0.477,0.46,0.376
999,0.245,0.732,0.938,0.552,0.497,0.469,0.41
0.308,0.249,0.73,0.936,0.565,0.486,0.453,0.369
999,0.252,0.688,0.931,0.577,0.498,0.438,0.369
999,0.25,0.652,0.928,0.589,0.51,0.435,0.377
999,0.247,0.636,0.926,0.601,0.522,0.421,0.366
999,0.244,0.646,0.936,0.613,0.533,0.448,0.384
999,0.241,0.623,0.923,0.625,0.545,0.441,0.394
999,0.238,0.633,0.931,0.637,0.557,0.441,0.375
999,0.235,0.673,0.928,0.641,0.569,0.443,0.373
999,0.232,0.688,0.931,0.642,0.581,0.441,0.371
999,0.229,0.684,0.94,0.643,0.579,0.445,0.373
0.39,0.226,0.661,0.942,0.644,0.575,0.399,0.36
999,0.223,0.652,0.941,0.645,0.572,0.437,0.356
999,0.224,0.652,0.927,0.647,0.568,0.433,0.38
999,0.252,0.648,0.932,0.648,0.559,0.443,0.384
999,0.281,0.651,0.932,0.649,0.554,0.438,0.386
999,0.309,0.586,0.695,0.65,0.595,0.469,0.413
999,0.337,0.608,0.702,0.598,0.682,0.588,0.527
999,0.362,0.657,0.705,0.524,0.711,0.607,0.556
999,0.366,0.636,0.71,0.521,0.715,0.563,0.529
999,0.369,0.64,0.712,0.519,0.714,0.509,0.494
0.316,0.373,0.671,0.7,0.516,0.713,0.498,0.453
999,0.376,0.676,0.705,0.513,0.713,0.508,0.46
999,0.379,0.685,0.708,0.511,0.712,0.49,0.451
999,0.383,0.657,0.691,0.508,0.713,0.511,0.456
999,0.386,0.668,0.694,0.505,0.714,0.479,0.454
999,0.39,0.679,0.696,0.502,0.716,0.541,0.476
999,0.393,0.653,0.701,0.5,0.717,0.535,0.499
999,0.396,0.668,0.697,0.497,0.718,0.521,0.492
999,0.4,0.663,0.691,0.494,0.719,0.529,0.466
999,0.403,0.665,0.701,0.491,0.721,0.506,0.462
0.218,0.407,0.67,0.695,0.489,0.722,0.5,0.467
999,0.41,0.657,0.711,0.486,0.722,0.494,0.469
999,0.414,0.691,0.698,0.483,0.722,0.511,0.464
999,0.417,0.657,0.698,0.481,0.721,0.533,0.48
999,0.42,0.666,0.695,0.478,0.721,0.479,0.453
999,0.424,0.671,0.701,0.475,0.721,0.499,0.462
999,0.427,0.675,0.693,0.473,0.72,0.48,0.445
999,0.431,0.683,0.698,0.47,0.72,0.491,0.467
999,0.434,0.66,0.699,0.468,0.719,0.496,0.467
999,0.437,0.665,0.698,0.466,0.719,0.506,0.467
0.15,0.423,0.705,0.825,0.464,0.679,0.453,0.412
999,0.399,0.689,0.814,0.461,0.662,0.409,0.373
999,0.375,0.671,0.809,0.459,0.659,0.395,0.371
999,0.351,0.663,0.803,0.457,0.655,0.457,0.386
999,0.344,0.68,0.812,0.455,0.651,0.469,0.423
999,0.356,0.683,0.81,0.453,0.652,0.461,0.414
999,0.369,0.668,0.812,0.45,0.656,0.452,0.38
999,0.382,0.676,0.811,0.448,0.662,0.427,0.387
999,0.33,0.665,0.812,0.446,0.661,0.43,0.391
999,0.319,0.674,0.812,0.444,0.661,0.439,0.395
0.117,0.31,0.685,0.816,0.441,0.66,0.433,0.4
999,0.314,0.662,0.81,0.439,0.66,0.425,0.403
999,0.317,0.68,0.801,0.437,0.659,0.428,0.407
999,0.321,0.682,0.795,0.435,0.659,0.469,0.417
999,0.325,0.653,0.811,0.432,0.666,0.462,0.417
999,0.329,0.657,0.809,0.43,0.674,0.461,0.415
999,0.333,0.645,0.758,0.428,0.681,0.462,0.413
999,0.336,0.663,0.757,0.426,0.685,0.463,0.434
999,0.34,0.674,0.75,0.423,0.683,0.505,0.447
999,0.344,0.664,0.754,0.421,0.681,0.5,0.451
0.162,0.348,0.698,0.763,0.419,0.684,0.465,0.455
999,0.352,0.671,0.762,0.417,0.71,0.529,0.499
999,0.355,0.649,0.733,0.414,0.713,0.489,0.453
999,0.359,0.632,0.69,0.412,0.707,0.497,0.46
999,0.36,0.652,0.696,0.404,0.7,0.456,0.443
999,0.355,0.66,0.691,0.397,0.672,0.451,0.418
999,0.35,0.681,0.7,0.389,0.645,0.428,0.398
999,0.325,0.693,0.698,0.381,0.635,0.432,0.379
999,0.299,0.69,0.687,0.373,0.633,0.447,0.401
999,0.357,0.684,0.688,0.365,0.631,0.468,0.432
0.185,0.351,0.672,0.688,0.36,0.629,0.466,0.423
999,0.345,0.662,0.688,0.36,0.627,0.45,0.399
999,0.34,0.661,0.688,0.36,0.625,0.43,0.427
999,0.334,0.682,0.692,0.36,0.624,0.425,0.396
999,0.328,0.689,0.684,0.36,0.622,0.434,0.373
999,0.322,0.668,0.691,0.36,0.621,0.438,0.41
999,0.316,0.678,0.694,0.36,0.62,0.433,0.39
999,0.311,0.662,0.691,0.36,0.618,0.451,0.406
999,0.305,0.682,0.694,0.36,0.648,0.46,0.42
999,0.299,0.679,0.698,0.36,0.651,0.453,0.435
0.24,0.293,0.664,0.689,0.36,0.647,0.454,0.409
999,0.287,0.659,0.699,0.361,0.643,0.426,0.39
999,0.282,0.649,0.702,0.361,0.625,0.394,0.363
999,0.276,0.68,0.695,0.361,0.601,0.393,0.339
999,0.27,0.675,0.693,0.361,0.578,0.391,0.342
999,0.268,0.664,0.7,0.361,0.554,0.389,0.329
999,0.29,0.661,0.691,0.361,0.539,0.361,0.332
999,0.313,0.647,0.571,0.361,0.562,0.409,0.336
999,0.335,0.68,0.585,0.361,0.586,0.463,0.412
999,0.357,0.677,0.64,0.361,0.607,0.493,0.459
0.27,0.379,0.716,0.64,0.361,0.622,0.521,0.466
999,0.402,0.685,0.636,0.361,0.658,0.542,0.49
999,0.424,0.67,0.642,0.361,0.697,0.577,0.537
999,0.446,0.685,0.648,0.362,0.721,0.588,0.528
999,0.479,0.674,0.654,0.362,0.733,0.583,0.551
999,0.514,0.658,0.655,0.362,0.744,0.59,0.568
999,0.549,0.681,0.662,0.362,0.756,0.568,0.534
999,0.584,0.68,0.662,0.362,0.767,0.603,0.564
999,0.619,0.676,0.662,0.362,0.779,0.609,0.579
999,0.654,0.682,0.662,0.362,0.791,0.594,0.577
0.305,0.689,0.674,0.665,0.362,0.792,0.614,0.568
999,0.706,0.661,0.671,0.362,0.777,0.593,0.568
999,0.68,0.651,0.707,0.362,0.761,0.546,0.528
999,0.655,0.672,0.702,0.362,0.746,0.504,0.491
999,0.63,0.672,0.697,0.363,0.732,0.474,0.45
999,0.597,0.692,0.702,0.363,0.717,0.465,0.431
999,0.561,0.694,0.708,0.363,0.703,0.463,0.418
999,0.524,0.667,0.702,0.363,0.689,0.44,0.405
999,0.487,0.666,0.704,0.363,0.675,0.395,0.349
999,0.451,0.663,0.701,0.363,0.661,0.38,0.322
0.162,0.414,0.697,0.697,0.363,0.65,0.382,0.358
999,0.377,0.68,0.702,0.363,0.639,0.354,0.344
999,0.343,0.68,0.708,0.363,0.627,0.394,0.357
999,0.32,0.658,0.699,0.363,0.618,0.395,0.367
999,0.298,0.647,0.7,0.363,0.609,0.382,0.343
999,0.275,0.632,0.702,0.364,0.586,0.37,0.33
999,0.252,0.664,0.706,0.364,0.547,0.364,0.325
999,0.238,0.667,0.702,0.364,0.544,0.391,0.34
999,0.242,0.682,0.701,0.364,0.541,0.381,0.346
999,0.246,0.705,0.694,0.364,0.544,0.363,0.321
0.126,0.25,0.692,0.64,0.364,0.549,0.38,0.35
999,0.254,0.689,0.644,0.364,0.547,0.459,0.398
999,0.258,0.69,0.703,0.364,0.544,0.457,0.407
999,0.262,0.683,0.699,0.364,0.537,0.398,0.372
999,0.266,0.657,0.705,0.364,0.525,0.384,0.336
999,0.27,0.66,0.702,0.364,0.512,0.366,0.296
999,0.274,0.675,0.697,0.364,0.5,0.367,0.309
999,0.278,0.691,0.706,0.469,0.487,0.337,0.307
999,0.279,0.657,0.698,0.473,0.475,0.354,0.301
999,0.272,0.655,0.701,0.477,0.471,0.322,0.295
0.239,0.264,0.674,0.698,0.481,0.476,0.362,0.307
999,0.257,0.67,0.696,0.485,0.48,0.339,0.311
999,0.25,0.674,0.699,0.489,0.485,0.364,0.315
999,0.247,0.692,0.703,0.494,0.489,0.373,0.326
999,0.253,0.675,0.701,0.498,0.498,0.401,0.337
999,0.259,0.678,0.697,0.502,0.508,0.401,0.337
999,0.265,0.667,0.701,0.506,0.526,0.429,0.376
999,0.271,0.658,0.707,0.51,0.549,0.424,0.376
999,0.278,0.652,0.705,0.515,0.555,0.392,0.376
999,0.284,0.651,0.696,0.52,0.555,0.399,0.37
0.393,0.289,0.656,0.707,0.525,0.555,0.39,0.359
999,0.284,0.668,0.698,0.53,0.542,0.373,0.359
999,0.279,0.673,0.705,0.535,0.524,0.361,0.324
999,0.273,0.676,0.698,0.54,0.51,0.369,0.323
999,0.268,0.654,0.703,0.545,0.503,0.371,0.342
999,0.263,0.648,0.709,0.55,0.509,0.403,0.359
999,0.258,0.657,0.704,0.555,0.517,0.406,0.34
999,0.253,0.653,0.701,0.56,0.524,0.416,0.385
999,0.248,0.684,0.711,0.565,0.523,0.45,0.417
999,0.243,0.678,0.7,0.57,0.528,0.445,0.409
0.461,0.238,0.684,0.698,0.575,0.557,0.474,0.442
999,0.241,0.664,0.703,0.58,0.585,0.515,0.494
999,0.247,0.668,0.698,0.585,0.609,0.52,0.474
999,0.254,0.654,0.706,0.59,0.627,0.53,0.472
999,0.261,0.675,0.699,0.592,0.645,0.546,0.491
999,0.267,0.658,0.696,0.585,0.666,0.539,0.496
999,0.274,0.683,0.7,0.447,0.67,0.544,0.494
999,0.28,0.7,0.7,0.423,0.674,0.537,0.502
999,0.287,0.661,0.702,0.399,0.678,0.514,0.463
999,0.313,0.658,0.699,0.375,0.682,0.508,0.486
0.376,0.327,0.698,0.698,0.366,0.686,0.543,0.478
999,0.34,0.706,0.709,0.366,0.69,0.542,0.498
999,0.354,0.684,0.701,0.365,0.709,0.522,0.484
999,0.367,0.658,0.704,0.365,0.727,0.546,0.513
999,0.38,0.664,0.707,0.364,0.746,0.559,0.512
999,0.394,0.677,0.713,0.364,0.747,0.576,0.516
999,0.407,0.653,0.703,0.363,0.74,0.49,0.47
999,0.412,0.675,0.699,0.363,0.733,0.504,0.461
999,0.406,0.668,0.694,0.363,0.72,0.49,0.459
999,0.401,0.694,0.703,0.362,0.715,0.511,0.457
0.26,0.395,0.688,0.699,0.362,0.734,0.531,0.461
999,0.426,0.66,0.705,0.361,0.758,0.547,0.496
999,0.425,0.684,0.708,0.361,0.752,0.547,0.485
999,0.414,0.671,0.753,0.36,0.741,0.508,0.483
999,0.402,0.691,0.749,0.36,0.731,0.478,0.437
999,0.391,0.674,0.751,0.36,0.721,0.478,0.454
999,0.38,0.656,0.751,0.359,0.71,0.438,0.419
999,0.365,0.652,0.756,0.359,0.702,0.431,0.399
999,0.324,0.655,0.749,0.358,0.682,0.377,0.353
999,0.284,0.66,0.757,0.358,0.625,0.358,0.339
0.165,0.244,0.689,0.82,0.357,0.575,0.276,0.26
999,0.204,0.694,0.822,0.357,0.49,0.23,0.188
999,0.163,0.7,0.82,0.357,0.404,0.226,0.165
999,0.123,0.657,0.822,0.356,0.315,0.198,0.171
999,0.0829,0.672,0.827,0.356,0.147,0.115,0.0784
999,0.0543,0.714,0.828,0.355,0.0519,0.173,0.137
999,0.0524,0.706,0.824,0.355,0,0.127,0.0963
999,0.124,0.531,0.174,0.354,0.00125,0.0971,0.0731
999,0.137,0,0.177,0.354,0.352,0.203,0.19
999,0.153,0.0697,0.211,0.355,0.396,0.274,0.28
0.278,0.169,0.166,0.208,0.355,0.371,0.172,0.202
999,0.185,0.176,0.211,0.356,0.352,0.141,0.147
999,0.165,0.208,0.21,0.357,0.34,0.109,0.12
999,0.137,0.213,0.203,0.357,0.3,0.0698,0.0987
999,0.108,0.191,0.208,0.358,0.284,0.0175,0.0409
999,0.0792,0.214,0.206,0.359,0.25,0.0159,0
999,0.0506,0.234,0.196,0.359,0.232,0,0.0101
999,0.0404,0.225,0.193,0.36,0.251,0.0217,0.0252
999,0.0725,0.236,0.192,0.361,0.271,0.0651,0.0859
999,0.105,0.222,0.189,0.361,0.311,0.0884,0.101
0.777,0.137,0.203,0.198,0.362,0.386,0.148,0.163
999,0.169,0.226,0.21,0.363,0.419,0.192,0.193
999,0.201,0.227,0.203,0.363,0.425,0.198,0.192
999,0.233,0.208,0.205,0.364,0.458,0.203,0.222
999,0.265,0.181,0.21,0.365,0.472,0.181,0.185
999,0.292,0.281,0.375,0.365,0.456,0.227,0.213
999,0.328,0.268,0.374,0.366,0.517,0.293,0.26
999,0.441,0.21,0.372,0.367,0.641,0.347,0.336
999,0.554,0.211,0.379,0.367,0.682,0.453,0.419
999,0.667,0.213,0.387,0.368,0.723,0.476,0.483
0.835,0.78,0.204,0.381,0.369,0.763,0.513,0.5
999,0.893,0.201,0.378,0.369,0.766,0.499,0.527
999,0.978,0.211,0.375,0.37,0.768,0.496,0.49
999,1,0.203,0.373,0.371,0.775,0.48,0.486
999,0.826,0.678,0.548,0.371,0.718,0.476,0.436
999,0.663,0.74,0.745,0.372,0.623,0.401,0.338
999,0.569,0.751,0.743,0.372,0.628,0.364,0.335
999,0.539,0.703,0.752,0.372,0.702,0.403,0.379
999,0.509,0.697,0.75,0.372,0.723,0.436,0.416
999,0.481,0.674,0.751,0.372,0.719,0.47,0.433
0.425,0.465,0.669,0.763,0.372,0.748,0.486,0.453
999,0.449,0.685,0.798,0.372,0.729,0.502,0.476
999,0.433,0.665,0.812,0.372,0.741,0.478,0.467
999,0.417,0.677,0.882,0.372,0.709,0.475,0.447
999,0.401,0.716,0.881,0.372,0.688,0.468,0.442
999,0.382,0.694,0.895,0.372,0.708,0.452,0.404
999,0.364,0.765,0.947,0.372,0.677,0.444,0.384
999,0.346,0.743,0.955,0.372,0.663,0.407,0.379
999,0.327,0.711,0.951,0.372,0.691,0.425,0.382
999,0.309,0.716,0.953,0.372,0.683,0.443,0.434
0.178,0.295,0.693,0.952,0.372,0.675,0.471,0.454
999,0.307,0.682,0.952,0.372,0.679,0.501,0.476
999,0.32,0.71,0.954,0.372,0.688,0.47,0.439
999,0.332,0.715,0.951,0.372,0.715,0.486,0.458
999,0.345,0.697,0.946,0.372,0.713,0.488,0.457
999,0.357,0.696,0.966,0.372,0.707,0.484,0.455
999,0.296,0.704,0.946,0.372,0.701,0.476,0.454
999,0.302,0.695,0.953,0.372,0.695,0.493,0.453
999,0.307,0.703,0.949,0.372,0.69,0.457,0.431
999,0.312,0.687,0.954,0.372,0.685,0.466,0.443
0.116,0.317,0.698,0.953,0.372,0.679,0.456,0.426
999,0.321,0.71,0.951,0.373,0.669,0.437,0.411
999,0.319,0.706,0.946,0.373,0.664,0.432,0.415
999,0.316,0.713,0.957,0.373,0.651,0.433,0.402
999,0.314,0.689,0.952,0.373,0.636,0.424,0.408
999,0.311,0.679,0.946,0.373,0.655,0.396,0.372
999,0.309,0.7,0.956,0.373,0.641,0.385,0.376
999,0.306,0.707,0.949,0.373,0.627,0.377,0.354
999,0.304,0.715,0.947,0.373,0.615,0.402,0.368
999,0.301,0.723,0.955,0.373,0.607,0.428,0.376
0.114,0.298,0.719,0.95,0.373,0.6,0.425,0.378
999,0.296,0.708,0.949,0.373,0.596,0.434,0.379
999,0.293,0.692,0.945,0.373,0.6,0.441,0.381
999,0.291,0.699,0.958,0.373,0.603,0.432,0.383
999,0.288,0.694,0.953,0.373,0.611,0.446,0.414
999,0.286,0.67,0.95,0.373,0.604,0.455,0.412
999,0.283,0.695,0.955,0.373,0.598,0.432,0.396
999,0.281,0.724,0.95,0.373,0.591,0.431,0.404
999,0.278,0.716,0.95,0.373,0.585,0.426,0.393
999,0.276,0.694,0.958,0.373,0.578,0.396,0.396
0.16,0.273,0.691,0.931,0.373,0.573,0.411,0.39
999,0.271,0.686,0.922,0.373,0.571,0.409,0.385
999,0.269,0.689,0.916,0.373,0.569,0.427,0.379
999,0.27,0.692,0.927,0.373,0.567,0.389,0.353
999,0.271,0.706,0.928,0.373,0.565,0.433,0.374
999,0.271,0.694,0.934,0.373,0.563,0.407,0.356
999,0.272,0.69,0.933,0.373,0.56,0.401,0.389
999,0.273,0.716,0.924,0.373,0.558,0.391,0.362
999,0.273,0.699,0.917,0.373,0.555,0.412,0.386
999,0.274,0.671,0.927,0.374,0.553,0.427,0.391
0.21,0.275,0.684,0.933,0.374,0.55,0.428,0.401
999,0.276,0.697,0.937,0.374,0.548,0.392,0.352
999,0.276,0.69,0.905,0.374,0.535,0.373,0.339
999,0.277,0.698,0.892,0.374,0.521,0.361,0.339
999,0.278,0.699,0.873,0.374,0.506,0.384,0.339
999,0.278,0.715,0.869,0.374,0.492,0.387,0.351
999,0.279,0.701,0.852,0.374,0.479,0.386,0.353
999,0.28,0.677,0.856,0.374,0.505,0.41,0.356
999,0.28,0.71,0.817,0.374,0.532,0.425,0.391
999,0.281,0.713,0.833,0.374,0.558,0.448,0.408
0.264,0.28,0.714,0.832,0.374,0.584,0.47,0.425
999,0.279,0.7,0.827,0.374,0.611,0.461,0.423
999,0.278,0.698,0.854,0.374,0.626,0.486,0.457
999,0.277,0.71,0.859,0.374,0.633,0.474,0.441
999,0.276,0.702,0.849,0.374,0.639,0.464,0.436
999,0.275,0.706,0.853,0.374,0.646,0.458,0.416
999,0.274,0.714,0.853,0.374,0.64,0.428,0.398
999,0.273,0.701,0.852,0.374,0.629,0.458,0.407
999,0.272,0.692,0.85,0.374,0.618,0.445,0.411
999,0.271,0.705,0.853,0.374,0.608,0.407,0.379
0.289,0.27,0.686,0.839,0.374,0.597,0.395,0.383
999,0.27,0.683,0.832,0.374,0.591,0.433,0.387
999,0.269,0.69,0.803,0.374,0.593,0.433,0.391
999,0.268,0.69,0.803,0.374,0.595,0.433,0.397
999,0.267,0.724,0.783,0.374,0.597,0.462,0.409
999,0.266,0.706,0.781,0.374,0.6,0.443,0.407
999,0.265,0.688,0.776,0.374,0.602,0.43,0.423
999,0.264,0.688,0.779,0.374,0.604,0.424,0.395
999,0.263,0.713,0.779,0.373,0.606,0.417,0.402
999,0.262,0.705,0.777,0.373,0.609,0.411,0.393
0.232,0.261,0.701,0.772,0.373,0.611,0.41,0.389
999,0.26,0.717,0.781,0.373,0.613,0.433,0.385
999,0.259,0.715,0.774,0.373,0.615,0.433,0.404
999,0.258,0.703,0.782,0.372,0.618,0.459,0.42
999,0.257,0.685,0.778,0.372,0.62,0.458,0.43
999,0.256,0.691,0.776,0.372,0.622,0.436,0.421
999,0.255,0.683,0.781,0.372,0.624,0.421,0.394
999,0.254,0.695,0.777,0.371,0.623,0.389,0.347
999,0.253,0.695,0.781,0.371,0.612,0.395,0.36
999,0.251,0.714,0.772,0.371,0.6,0.4,0.367
0.204,0.247,0.7,0.776,0.371,0.593,0.421,0.395
999,0.242,0.692,0.778,0.37,0.593,0.431,0.399
999,0.238,0.724,0.775,0.37,0.592,0.427,0.395
999,0.234,0.692,0.784,0.37,0.592,0.432,0.395
999,0.23,0.697,0.778,0.37,0.582,0.405,0.383
999,0.226,0.691,0.783,0.369,0.555,0.363,0.344
999,0.222,0.7,0.787,0.369,0.528,0.379,0.352
999,0.217,0.727,0.745,0.369,0.501,0.352,0.312
999,0.213,0.709,0.754,0.369,0.495,0.399,0.358
999,0.209,0.697,0.755,0.369,0.505,0.431,0.369
0.205,0.205,0.726,0.747,0.368,0.516,0.433,0.4
999,0.201,0.693,0.749,0.368,0.527,0.458,0.4
999,0.196,0.688,0.756,0.368,0.567,0.47,0.43
999,0.224,0.693,0.757,0.368,0.579,0.497,0.434
999,0.252,0.712,0.764,0.367,0.586,0.493,0.437
999,0.248,0.717,0.748,0.367,0.594,0.499,0.44
999,0.243,0.707,0.757,0.367,0.601,0.497,0.443
999,0.238,0.677,0.76,0.367,0.608,0.485,0.443
999,0.233,0.698,0.755,0.366,0.61,0.473,0.439
999,0.228,0.688,0.759,0.366,0.612,0.493,0.45
0.267,0.223,0.693,0.745,0.366,0.625,0.488,0.448
999,0.218,0.705,0.754,0.366,0.607,0.463,0.437
999,0.213,0.716,0.745,0.365,0.59,0.456,0.444
999,0.152,0.697,0.754,0.365,0.573,0.463,0.407
999,0.146,0.705,0.749,0.365,0.556,0.469,0.433
999,0.152,0.708,0.752,0.365,0.539,0.444,0.413
999,0.158,0.691,0.751,0.365,0.503,0.412,0.365
999,0.164,0.692,0.746,0.364,0.465,0.404,0.359
999,0.175,0.702,0.748,0.364,0.427,0.391,0.33
999,0.186,0.705,0.759,0.364,0.389,0.356,0.324
0.234,0.197,0.702,0.73,0.364,0.353,0.361,0.293
999,0.209,0.698,0.652,0.363,0.392,0.411,0.353
999,0.22,0.692,0.656,0.363,0.469,0.489,0.438
999,0.231,0.714,0.651,0.363,0.516,0.483,0.437
999,0.242,0.718,0.646,0.363,0.561,0.493,0.444
999,0.254,0.69,0.653,0.362,0.599,0.493,0.442
999,0.265,0.697,0.657,0.362,0.627,0.515,0.467
999,0.269,0.722,0.755,0.362,0.628,0.513,0.467
999,0.27,0.728,0.747,0.362,0.626,0.483,0.424
999,0.271,0.712,0.744,0.361,0.655,0.517,0.467
0.331,0.272,0.723,0.751,0.361,0.662,0.493,0.459
999,0.272,0.708,0.752,0.361,0.678,0.536,0.491
999,0.273,0.692,0.752,0.361,0.689,0.508,0.488
999,0.274,0.691,0.756,0.361,0.695,0.519,0.486
999,0.275,0.708,0.745,0.36,0.701,0.53,0.484
999,0.275,0.718,0.758,0.36,0.707,0.519,0.478
999,0.276,0.715,0.753,0.36,0.713,0.512,0.489
999,0.277,0.698,0.757,0.36,0.718,0.529,0.486
999,0.283,0.717,0.75,0.359,0.724,0.555,0.538
999,0.29,0.726,0.768,0.359,0.73,0.587,0.536
0.263,0.298,0.7,0.794,0.359,0.736,0.586,0.534
999,0.305,0.717,0.8,0.359,0.742,0.562,0.532
999,0.312,0.722,0.803,0.358,0.748,0.568,0.507
999,0.32,0.692,0.799,0.358,0.738,0.538,0.523
999,0.327,0.727,0.808,0.358,0.738,0.559,0.508
999,0.334,0.718,0.798,0.358,0.746,0.533,0.491
999,0.342,0.703,0.797,0.358,0.727,0.538,0.476
999,0.349,0.741,0.867,0.357,0.728,0.549,0.508
999,0.356,0.69,0.879,0.357,0.716,0.53,0.497
999,0.341,0.716,0.88,0.357,0.703,0.498,0.461
0.146,0.32,0.714,0.871,0.357,0.696,0.476,0.418
999,0.3,0.69,0.883,0.356,0.689,0.456,0.399
999,0.279,0.733,0.877,0.356,0.683,0.423,0.362
999,0.258,0.728,0.881,0.356,0.676,0.413,0.35
999,0.237,0.689,0.883,0.356,0.671,0.486,0.441
999,0.25,0.762,0.873,0.356,0.68,0.485,0.428
999,0.263,0.718,0.842,0.356,0.705,0.491,0.428
999,0.276,0.695,0.83,0.356,0.731,0.552,0.531
999,0.29,0.699,0.812,0.356,0.732,0.578,0.548
999,0.301,0.713,0.837,0.356,0.723,0.536,0.526
0.0977,0.301,0.715,0.847,0.356,0.713,0.467,0.475
999,0.301,0.72,0.869,0.356,0.699,0.464,0.451
999,0.301,0.711,0.873,0.356,0.672,0.449,0.447
999,0.301,0.72,0.9,0.356,0.675,0.46,0.436
999,0.301,0.715,0.886,0.356,0.678,0.45,0.443
999,0.301,0.722,0.873,0.357,0.681,0.449,0.443
999,0.301,0.721,0.88,0.357,0.685,0.47,0.491
999,0.298,0.705,0.877,0.357,0.699,0.505,0.48
999,0.288,0.68,0.874,0.357,0.686,0.456,0.45
999,0.277,0.686,0.881,0.357,0.668,0.443,0.436
0.117,0.267,0.635,0.879,0.357,0.651,0.421,0.41
999,0.256,0.649,0.88,0.357,0.633,0.44,0.406
999,0.245,0.679,0.864,0.357,0.605,0.382,0.37
999,0.235,0.688,0.882,0.357,0.557,0.372,0.344
999,0.224,0.712,0.872,0.357,0.51,0.364,0.321
999,0.214,0.722,0.883,0.357,0.462,0.356,0.319
999,0.203,0.695,0.875,0.357,0.416,0.364,0.318
999,0.193,0.715,0.875,0.357,0.372,0.358,0.312
999,0.182,0.699,0.881,0.358,0.361,0.352,0.319
999,0.176,0.697,0.877,0.358,0.35,0.348,0.323
0.178,0.172,0.686,0.872,0.358,0.338,0.381,0.312
999,0.167,0.698,0.881,0.358,0.324,0.356,0.316
999,0.163,0.693,0.876,0.358,0.31,0.382,0.326
999,0.158,0.717,0.881,0.358,0.304,0.377,0.311
999,0.153,0.669,0.878,0.358,0.299,0.364,0.317
999,0.165,0.692,0.835,0.358,0.278,0.308,0.274
999,0.186,0.689,0.769,0.358,0.256,0.305,0.246
999,0.221,0.672,0.626,0.358,0.344,0.45,0.387
999,0.288,0.684,0.689,0.358,0.479,0.552,0.515
999,0.356,0.694,0.662,0.358,0.568,0.581,0.548
0.432,0.355,0.691,0.676,0.359,0.637,0.547,0.538
999,0.352,0.714,0.672,0.359,0.669,0.554,0.546
999,0.349,0.705,0.675,0.359,0.702,0.548,0.516
999,0.346,0.685,0.684,0.359,0.705,0.491,0.49
999,0.343,0.699,0.678,0.359,0.696,0.463,0.469
999,0.34,0.686,0.678,0.359,0.686,0.447,0.435
999,0.337,0.718,0.675,0.359,0.676,0.463,0.424
999,0.334,0.725,0.678,0.359,0.667,0.451,0.431
999,0.331,0.697,0.675,0.359,0.669,0.458,0.42
999,0.328,0.711,0.675,0.359,0.691,0.51,0.462
0.533,0.331,0.715,0.672,0.359,0.713,0.543,0.514
999,0.372,0.692,0.674,0.359,0.742,0.597,0.562
999,0.413,0.701,0.683,0.359,0.772,0.619,0.595
999,0.431,0.698,0.678,0.36,0.787,0.616,0.591
999,0.423,0.701,0.666,0.36,0.769,0.54,0.56
999,0.416,0.686,0.668,0.36,0.75,0.528,0.523
999,0.408,0.69,0.692,0.36,0.73,0.485,0.475
999,0.401,0.716,0.673,0.36,0.71,0.458,0.444
999,0.393,0.709,0.676,0.36,0.7,0.437,0.409
999,0.385,0.714,0.675,0.36,0.695,0.464,0.423
0.312,0.378,0.726,0.673,0.36,0.706,0.475,0.458
999,0.37,0.714,0.684,0.36,0.723,0.512,0.505
999,0.365,0.715,0.682,0.36,0.741,0.538,0.531
999,0.361,0.69,0.675,0.36,0.746,0.55,0.525
999,0.356,0.684,0.678,0.36,0.731,0.499,0.477
999,0.351,0.697,0.687,0.361,0.715,0.475,0.465
999,0.347,0.691,0.676,0.361,0.7,0.451,0.451
